iShares MSCI USA Equal Weighted ETF
Inception Date,"May 05, 2010"
Fund Holdings as of,"Oct 16, 2018"
Total Net Assets,"194,880,251.74"
Shares Outstanding,"3,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"VLO","VALERO ENERGY CORP","Equity","0.15","105.91","2,719.00","287,969.29","287,969.29","Energy","2041364","US91913Y1001","New York Stock Exchange Inc."
"JLL","JONES LANG LASALLE INC","Equity","0.15","134.85","2,135.00","287,904.75","287,904.75","Real Estate","2040640","US48020Q1076","New York Stock Exchange Inc."
"HDS","HD SUPPLY HOLDINGS INC","Equity","0.15","39.09","7,364.00","287,858.76","287,858.76","Industrials","BBL5981","US40416M1053","NASDAQ"
"AXTA","AXALTA COATING SYSTEMS LTD","Equity","0.15","26.33","10,916.00","287,418.28","287,418.28","Materials","BSFWCF5","BMG0750C1082","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.15","27.20","10,566.00","287,395.20","287,395.20","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"DPZ","DOMINOS PIZZA INC","Equity","0.15","259.63","1,106.00","287,150.78","287,150.78","Consumer Discretionary","B01SD70","US25754A2015","New York Stock Exchange Inc."
"WDC","WESTERN DIGITAL CORP","Equity","0.15","56.06","5,120.00","287,027.20","287,027.20","Information Technology","2954699","US9581021055","NASDAQ"
"LEG","LEGGETT & PLATT INC","Equity","0.15","39.67","7,235.00","287,012.45","287,012.45","Consumer Discretionary","2510682","US5246601075","New York Stock Exchange Inc."
"SRCL","STERICYCLE INC","Equity","0.15","53.75","5,334.00","286,702.50","286,702.50","Industrials","2860826","US8589121081","NASDAQ"
"EV","EATON VANCE COM NON VOTING CORP","Equity","0.15","46.84","6,112.00","286,286.08","286,286.08","Financials","2301057","US2782651036","New York Stock Exchange Inc."
"AMTD","TD AMERITRADE HOLDING CORP","Equity","0.15","50.75","5,638.00","286,128.50","286,128.50","Financials","2983154","US87236Y1082","NASDAQ"
"DVN","DEVON ENERGY CORP","Equity","0.15","37.08","7,715.00","286,072.20","286,072.20","Energy","2480677","US25179M1036","New York Stock Exchange Inc."
"TSLA","TESLA INC","Equity","0.15","276.59","1,034.00","285,994.06","285,994.06","Consumer Discretionary","B616C79","US88160R1014","NASDAQ"
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.15","16.24","17,606.00","285,921.44","285,921.44","Financials","B1W41J2","US7127041058","NASDAQ"
"PII","POLARIS INDUSTRIES INC","Equity","0.15","94.64","3,020.00","285,812.80","285,812.80","Consumer Discretionary","2692933","US7310681025","New York Stock Exchange Inc."
"TEL","TE CONNECTIVITY LTD","Equity","0.15","80.06","3,567.00","285,574.02","285,574.02","Information Technology","B62B7C3","CH0102993182","New York Stock Exchange Inc."
"LKQ","LKQ CORP","Equity","0.15","29.42","9,697.00","285,285.74","285,285.74","Consumer Discretionary","2971029","US5018892084","NASDAQ"
"Z","ZILLOW GROUP INC CLASS C","Equity","0.15","41.31","6,903.00","285,162.93","285,162.93","Communication","BYXJF62","US98954M2008","NASDAQ"
"MTN","VAIL RESORTS INC","Equity","0.15","257.13","1,107.00","284,642.91","284,642.91","Consumer Discretionary","2954194","US91879Q1094","New York Stock Exchange Inc."
"FCX","FREEPORT MCMORAN INC","Equity","0.15","12.68","22,413.00","284,196.84","284,196.84","Materials","2352118","US35671D8570","New York Stock Exchange Inc."
"NDAQ","NASDAQ INC","Equity","0.15","81.93","3,468.00","284,133.24","284,133.24","Financials","2965107","US6311031081","NASDAQ"
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.15","35.71","7,955.00","284,073.05","284,073.05","Financials","BQRX1X3","US1746101054","New York Stock Exchange Inc."
"CDNS","CADENCE DESIGN SYSTEMS INC","Equity","0.15","40.34","7,036.00","283,832.24","283,832.24","Information Technology","2302232","US1273871087","NASDAQ"
"KORS","MICHAEL KORS HOLDINGS LTD","Equity","0.15","64.05","4,428.00","283,613.40","283,613.40","Consumer Discretionary","B7341C6","VGG607541015","New York Stock Exchange Inc."
"ADI","ANALOG DEVICES INC","Equity","0.15","85.76","3,305.00","283,436.80","283,436.80","Information Technology","2032067","US0326541051","NASDAQ"
"LVS","LAS VEGAS SANDS CORP","Equity","0.15","57.27","4,949.00","283,429.23","283,429.23","Consumer Discretionary","B02T2J7","US5178341070","New York Stock Exchange Inc."
"GM","GENERAL MOTORS","Equity","0.15","32.34","8,759.00","283,266.06","283,266.06","Consumer Discretionary","B665KZ5","US37045V1008","New York Stock Exchange Inc."
"PNC","PNC FINANCIAL SERVICES GROUP INC","Equity","0.15","124.85","2,266.00","282,910.10","282,910.10","Financials","2692665","US6934751057","New York Stock Exchange Inc."
"AVT","AVNET INC","Equity","0.15","41.77","6,773.00","282,908.21","282,908.21","Information Technology","2066505","US0538071038","NASDAQ"
"MAN","MANPOWER INC","Equity","0.15","79.44","3,558.00","282,647.52","282,647.52","Industrials","2562490","US56418H1005","New York Stock Exchange Inc."
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.14","33.99","8,310.00","282,456.90","282,456.90","Industrials","BY7QL61","IE00BY7QL619","New York Stock Exchange Inc."
"MXIM","MAXIM INTEGRATED PRODUCTS INC","Equity","0.14","52.98","5,328.00","282,277.44","282,277.44","Information Technology","2573760","US57772K1016","NASDAQ"
"TOL","TOLL BROTHERS INC","Equity","0.14","32.02","8,801.00","281,808.02","281,808.02","Consumer Discretionary","2896092","US8894781033","New York Stock Exchange Inc."
"MYL","MYLAN NV","Equity","0.14","33.11","8,491.00","281,137.01","281,137.01","Health Care","BVFMFG8","NL0011031208","NASDAQ"
"DWDP","DOWDUPONT INC","Equity","0.14","60.26","4,664.00","281,052.64","281,052.64","Materials","BYP66M4","US26078J1007","New York Stock Exchange Inc."
"CE","CELANESE CORP","Equity","0.14","100.03","2,806.00","280,684.18","280,684.18","Materials","B05MZT4","US1508701034","New York Stock Exchange Inc."
"DHI","D R HORTON INC","Equity","0.14","38.65","7,262.00","280,676.30","280,676.30","Consumer Discretionary","2250687","US23331A1097","New York Stock Exchange Inc."
"AMG","AFFILIATED MANAGERS GROUP INC","Equity","0.14","125.94","2,224.00","280,090.56","280,090.56","Financials","2127899","US0082521081","New York Stock Exchange Inc."
"CMA","COMERICA INC","Equity","0.14","83.90","3,334.00","279,722.60","279,722.60","Financials","2212870","US2003401070","New York Stock Exchange Inc."
"ETFC","E TRADE FINANCIAL CORP","Equity","0.14","50.40","5,535.00","278,964.00","278,964.00","Financials","2299011","US2692464017","NASDAQ"
"BLK","BLACKROCK INC","Equity","0.14","408.00","683.00","278,664.00","278,664.00","Financials","2494504","US09247X1019","New York Stock Exchange Inc."
"NVR","NVR INC","Equity","0.14","2,262.52","123.00","278,289.96","278,289.96","Consumer Discretionary","2637785","US62944T1051","New York Stock Exchange Inc."
"EMN","EASTMAN CHEMICAL","Equity","0.14","83.97","3,306.00","277,604.82","277,604.82","Materials","2298386","US2774321002","New York Stock Exchange Inc."
"AAL","AMERICAN AIRLINES GROUP INC","Equity","0.14","33.28","8,339.00","277,521.92","277,521.92","Industrials","BCV7KT2","US02376R1023","NASDAQ"
"CBRE","CBRE GROUP INC CLASS A","Equity","0.14","40.32","6,883.00","277,522.56","277,522.56","Real Estate","B6WVMH3","US12504L1098","New York Stock Exchange Inc."
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.14","97.63","2,842.00","277,464.46","277,464.46","Materials","B3SPXZ3","NL0009434992","New York Stock Exchange Inc."
"LEN","LENNAR A CORP","Equity","0.14","44.10","6,287.00","277,256.70","277,256.70","Consumer Discretionary","2511920","US5260571048","New York Stock Exchange Inc."
"PVH","PVH CORP","Equity","0.14","129.72","2,135.00","276,952.20","276,952.20","Consumer Discretionary","B3V9F12","US6936561009","New York Stock Exchange Inc."
"RHI","ROBERT HALF","Equity","0.14","65.52","4,219.00","276,428.88","276,428.88","Industrials","2110703","US7703231032","New York Stock Exchange Inc."
"EA","ELECTRONIC ARTS INC","Equity","0.14","107.42","2,566.00","275,639.72","275,639.72","Communication","2310194","US2855121099","NASDAQ"
"BWA","BORGWARNER INC","Equity","0.14","38.29","7,190.00","275,305.10","275,305.10","Consumer Discretionary","2111955","US0997241064","New York Stock Exchange Inc."
"IPGP","IPG PHOTONICS CORP","Equity","0.14","140.38","1,961.00","275,285.18","275,285.18","Information Technology","2698782","US44980X1090","NASDAQ"
"TWTR","TWITTER INC","Equity","0.14","29.87","9,197.00","274,714.39","274,714.39","Communication","BFLR866","US90184L1026","New York Stock Exchange Inc."
"MU","MICRON TECHNOLOGY INC","Equity","0.14","43.21","6,341.00","273,994.61","273,994.61","Information Technology","2588184","US5951121038","NASDAQ"
"WHR","WHIRLPOOL CORP","Equity","0.14","108.37","2,527.00","273,850.99","273,850.99","Consumer Discretionary","2960384","US9633201069","New York Stock Exchange Inc."
"IVZ","INVESCO LTD","Equity","0.14","20.54","13,321.00","273,613.34","273,613.34","Financials","B28XP76","BMG491BT1088","New York Stock Exchange Inc."
"STI","SUNTRUST BANKS INC","Equity","0.14","61.77","4,419.00","272,961.63","272,961.63","Financials","2860990","US8679141031","New York Stock Exchange Inc."
"MAS","MASCO CORP","Equity","0.14","32.36","8,429.00","272,762.44","272,762.44","Industrials","2570200","US5745991068","New York Stock Exchange Inc."
"COMM","COMMSCOPE HOLDING INC","Equity","0.14","25.77","10,565.00","272,260.05","272,260.05","Information Technology","BFRBX34","US20337X1090","NASDAQ"
"IP","INTERNATIONAL PAPER","Equity","0.14","43.39","6,275.00","272,272.25","272,272.25","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"MELI","MERCADOLIBRE INC","Equity","0.14","308.60","882.00","272,185.20","272,185.20","Consumer Discretionary","B23X1H3","US58733R1023","NASDAQ"
"MLM","MARTIN MARIETTA MATERIALS INC","Equity","0.14","171.72","1,585.00","272,176.20","272,176.20","Materials","2572079","US5732841060","New York Stock Exchange Inc."
"AYI","ACUITY BRANDS INC","Equity","0.14","126.74","2,147.00","272,110.78","272,110.78","Industrials","2818461","US00508Y1029","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.14","145.27","1,873.00","272,090.71","272,090.71","Information Technology","2502247","US5128071082","NASDAQ"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Equity","0.14","44.51","6,094.00","271,243.94","271,243.94","Industrials","BFMBMT8","GB00BFMBMT84","New York Stock Exchange Inc."
"AOS","A O SMITH CORP","Equity","0.14","48.64","5,566.00","270,730.24","270,730.24","Industrials","2816023","US8318652091","New York Stock Exchange Inc."
"WLK","WESTLAKE CHEMICAL CORP","Equity","0.14","80.32","3,370.00","270,678.40","270,678.40","Materials","B01ZP20","US9604131022","New York Stock Exchange Inc."
"PHM","PULTEGROUP INC","Equity","0.14","23.62","11,395.00","269,149.90","269,149.90","Consumer Discretionary","2708841","US7458671010","New York Stock Exchange Inc."
"WY","WEYERHAEUSER REIT","Equity","0.14","28.72","9,356.00","268,704.32","268,704.32","Real Estate","2958936","US9621661043","New York Stock Exchange Inc."
"MHK","MOHAWK INDUSTRIES INC","Equity","0.14","156.25","1,712.00","267,500.00","267,500.00","Consumer Discretionary","2598699","US6081901042","New York Stock Exchange Inc."
"CC","CHEMOURS","Equity","0.14","37.21","7,188.00","267,465.48","267,465.48","Materials","BZ0CTP8","US1638511089","New York Stock Exchange Inc."
"APTV","APTIV PLC","Equity","0.14","74.28","3,587.00","266,442.36","266,442.36","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"NWL","NEWELL BRANDS INC","Equity","0.14","18.00","14,783.00","266,094.00","266,094.00","Consumer Discretionary","2635701","US6512291062","New York Stock Exchange Inc."
"PKG","PACKAGING CORP OF AMERICA CORP","Equity","0.14","90.43","2,941.00","265,954.63","265,954.63","Materials","2504566","US6951561090","New York Stock Exchange Inc."
"FLR","FLUOR CORP","Equity","0.14","46.87","5,632.00","263,971.84","263,971.84","Industrials","2696838","US3434121022","New York Stock Exchange Inc."
"CPRT","COPART INC","Equity","0.14","51.08","5,166.00","263,879.28","263,879.28","Industrials","2208073","US2172041061","NASDAQ"
"LEA","LEAR CORP","Equity","0.13","134.50","1,955.00","262,947.50","262,947.50","Consumer Discretionary","B570P91","US5218652049","New York Stock Exchange Inc."
"AMAT","APPLIED MATERIAL INC","Equity","0.13","34.76","7,544.00","262,229.44","262,229.44","Information Technology","2046552","US0382221051","NASDAQ"
"KLAC","KLA TENCOR CORP","Equity","0.13","92.96","2,811.00","261,310.56","261,310.56","Information Technology","2480138","US4824801009","NASDAQ"
"WYNN","WYNN RESORTS LTD","Equity","0.13","117.83","2,216.00","261,111.28","261,111.28","Consumer Discretionary","2963811","US9831341071","NASDAQ"
"ON","ON SEMICONDUCTOR CORP","Equity","0.13","16.92","15,357.00","259,840.44","259,840.44","Information Technology","2583576","US6821891057","NASDAQ"
"STX","SEAGATE TECHNOLOGY PLC","Equity","0.13","44.11","5,858.00","258,396.38","258,396.38","Information Technology","B58JVZ5","IE00B58JVZ52","NASDAQ"
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.13","69.15","3,729.00","257,860.35","257,860.35","Information Technology","2592174","US5950171042","NASDAQ"
"NKTR","NEKTAR THERAPEUTICS","Equity","0.13","50.47","5,053.00","255,024.91","255,024.91","Health Care","2454445","US6402681083","NASDAQ"
"ANET","ARISTA NETWORKS INC","Equity","0.13","233.58","1,087.00","253,901.46","253,901.46","Information Technology","BN33VM5","US0404131064","New York Stock Exchange Inc."
"GWW","WW GRAINGER INC","Equity","0.13","280.01","906.00","253,689.06","253,689.06","Industrials","2380863","US3848021040","New York Stock Exchange Inc."
"WRK","WESTROCK","Equity","0.13","43.11","5,876.00","253,314.36","253,314.36","Materials","BYR0914","US96145D1054","New York Stock Exchange Inc."
"ALNY","ALNYLAM PHARMACEUTICALS INC","Equity","0.12","82.91","2,927.00","242,677.57","242,677.57","Health Care","B00FWN1","US02043Q1076","NASDAQ"
"DISCK","DISCOVERY INC SERIES C","Equity","0.12","30.08","8,011.00","240,970.88","240,970.88","Communication","B3D7KG4","US25470F3029","NASDAQ"
"FOXA","TWENTY FIRST CENTURY FOX INC CLASS","Equity","0.12","45.95","5,178.00","237,929.10","237,929.10","Communication","BBM4S68","US90130A1016","NASDAQ"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Equity","0.12","25.70","9,153.00","235,232.10","235,232.10","Communication","B8W67B1","GB00B8W67B19","NASDAQ"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.11","43.26","4,786.00","207,042.36","207,042.36","Communication","BD8QGH9","US5312296073","NASDAQ"
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.08","19.56","8,227.00","160,920.12","160,920.12","Consumer Discretionary","B0PZN11","US9043111072","New York Stock Exchange Inc."
"GOOG","ALPHABET INC CLASS C","Equity","0.08","1,121.28","136.00","152,494.08","152,494.08","Communication","BYY88Y7","US02079K1079","NASDAQ"
"UA","UNDER ARMOUR INC CLASS C","Equity","0.08","17.91","8,431.00","150,999.21","150,999.21","Consumer Discretionary","BDF9YM2","US9043112062","New York Stock Exchange Inc."
"GOOGL","ALPHABET INC CLASS A","Equity","0.08","1,133.08","130.00","147,300.40","147,300.40","Communication","BYVY8G0","US02079K3059","NASDAQ"
"DISCA","DISCOVERY INC SERIES A","Equity","0.07","33.06","4,089.00","135,182.34","135,182.34","Communication","B3D7K31","US25470F1049","NASDAQ"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.06","1.00","107,791.00","107,791.46","107,791.46","Cash and/or Derivatives","-","US0669224778","-"
"USD","USD CASH","Cash","0.05","100.00","102,626.00","102,625.88","102,625.88","Cash and/or Derivatives","-","-","-"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.05","43.00","2,360.00","101,480.00","101,480.00","Communication","BD8QGF7","US5312294094","NASDAQ"
"FOX","TWENTY-FIRST CENTURY FOX INC CLASS","Equity","0.05","45.56","2,156.00","98,227.36","98,227.36","Communication","BBM4S80","US90130A2006","NASDAQ"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Equity","0.04","26.34","3,300.00","86,922.00","86,922.00","Communication","B8W6766","GB00B8W67662","NASDAQ"
 
